STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
GA|13|12120|02403960|Butler city|INCORPORATED PLACE|C1|A|Taylor County
GA|13|12232|02405354|Byromville town|INCORPORATED PLACE|C1|A|Dooly County
GA|13|12260|02403961|Byron city|INCORPORATED PLACE|C1|A|Peach County
GA|13|12344|02405356|Cadwell town|INCORPORATED PLACE|C1|A|Laurens County
GA|13|12400|02403964|Cairo city|INCORPORATED PLACE|C1|A|Grady County
GA|13|12456|02403967|Calhoun city|INCORPORATED PLACE|C1|A|Gordon County
GA|13|12484|02587026|Calvary CDP|CENSUS DESIGNATED PLACE|U1|S|Grady County
GA|13|12512|02405367|Camak town|INCORPORATED PLACE|C1|A|Warren County
GA|13|12624|02403979|Camilla city|INCORPORATED PLACE|C1|A|Mitchell County
GA|13|12834|02402746|Candler-McAfee CDP|CENSUS DESIGNATED PLACE|U2|S|DeKalb County
GA|13|12932|02403986|Canon city|INCORPORATED PLACE|C1|A|Franklin County~~~Hart County
GA|13|12960|02587027|Canoochee CDP|CENSUS DESIGNATED PLACE|U1|S|Emanuel County
GA|13|12988|02403987|Canton city|INCORPORATED PLACE|C1|A|Cherokee County
GA|13|13184|02405378|Carl town|INCORPORATED PLACE|C1|A|Barrow County
GA|13|13212|02403996|Carlton city|INCORPORATED PLACE|C1|A|Madison County
GA|13|13352|02403997|Carnesville city|INCORPORATED PLACE|C1|A|Franklin County
GA|13|13492|02404000|Carrollton city|INCORPORATED PLACE|C1|A|Carroll County
GA|13|13688|02404002|Cartersville city|INCORPORATED PLACE|C1|A|Bartow County
GA|13|14024|02812684|Cataula CDP|CENSUS DESIGNATED PLACE|U1|S|Harris County
GA|13|14108|02404009|Cave Spring city|INCORPORATED PLACE|C1|A|Floyd County
GA|13|14192|02404012|Cecil city|INCORPORATED PLACE|C1|A|Cook County
GA|13|14472|02587028|Cedar Springs CDP|CENSUS DESIGNATED PLACE|U1|S|Early County
GA|13|14500|02404015|Cedartown city|INCORPORATED PLACE|C1|A|Polk County
GA|13|14920|02404023|Centerville city|INCORPORATED PLACE|C1|A|Houston County
GA|13|15026|02406249|Centralhatchee town|INCORPORATED PLACE|C1|A|Heard County
GA|13|15172|02404027|Chamblee city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|15508|02404033|Chatsworth city|INCORPORATED PLACE|C1|A|Murray County
GA|13|15552|02424930|Chattahoochee Hills city|INCORPORATED PLACE|C1|A|Coweta County~~~Fulton County
GA|13|15585|02402766|Chattanooga Valley CDP|CENSUS DESIGNATED PLACE|U1|S|Walker County
GA|13|15648|02404036|Chauncey city|INCORPORATED PLACE|C1|A|Dodge County
GA|13|15844|02587029|Cherry Log CDP|CENSUS DESIGNATED PLACE|U1|S|Gilmer County
GA|13|15900|02406264|Chester town|INCORPORATED PLACE|C1|A|Dodge County
GA|13|15984|02404044|Chickamauga city|INCORPORATED PLACE|C1|A|Walker County
GA|13|16460|02404056|Clarkesville city|INCORPORATED PLACE|C1|A|Habersham County
GA|13|16544|02404059|Clarkston city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|16600|02404062|Claxton city|INCORPORATED PLACE|C1|A|Evans County
GA|13|16656|02404066|Clayton city|INCORPORATED PLACE|C1|A|Rabun County
GA|13|16796|02406277|Clermont town|INCORPORATED PLACE|C1|A|Hall County
GA|13|16824|02404071|Cleveland city|INCORPORATED PLACE|C1|A|White County
GA|13|16908|02404075|Climax city|INCORPORATED PLACE|C1|A|Decatur County
GA|13|17132|02812689|Clyattville CDP|CENSUS DESIGNATED PLACE|U1|S|Lowndes County
GA|13|17272|02404087|Cobbtown city|INCORPORATED PLACE|C1|A|Tattnall County
GA|13|17328|02404088|Cochran city|INCORPORATED PLACE|C1|A|Bleckley County
GA|13|17468|02812673|Cogdell CDP|CENSUS DESIGNATED PLACE|U1|S|Clinch County
GA|13|17496|02404092|Cohutta city|INCORPORATED PLACE|C1|A|Whitfield County
GA|13|17552|02404093|Colbert city|INCORPORATED PLACE|C1|A|Madison County
GA|13|17580|02629784|Coleman CDP|CENSUS DESIGNATED PLACE|U1|S|Randolph County
GA|13|17776|02404098|College Park city|INCORPORATED PLACE|C1|A|Clayton County~~~Fulton County
GA|13|17832|02404100|Collins city|INCORPORATED PLACE|C1|A|Tattnall County
GA|13|18000|02404103|Colquitt city|INCORPORATED PLACE|C1|A|Miller County
GA|13|19000|02404111|Columbus city|INCORPORATED PLACE|C1|A|Muscogee County
GA|13|19084|02404113|Comer city|INCORPORATED PLACE|C1|A|Madison County
GA|13|19112|02404114|Commerce city|INCORPORATED PLACE|C1|A|Jackson County
GA|13|19168|02404116|Concord city|INCORPORATED PLACE|C1|A|Pike County
GA|13|19280|02402794|Conley CDP|CENSUS DESIGNATED PLACE|U1|S|Clayton County
GA|13|19336|02404121|Conyers city|INCORPORATED PLACE|C1|A|Rockdale County
GA|13|19392|02404123|Coolidge city|INCORPORATED PLACE|C1|A|Thomas County
GA|13|19616|02404129|Cordele city|INCORPORATED PLACE|C1|A|Crisp County
GA|13|19728|02404133|Cornelia city|INCORPORATED PLACE|C1|A|Habersham County
GA|13|19830|02402800|Country Club Estates CDP|CENSUS DESIGNATED PLACE|U1|S|Glynn County
GA|13|20064|02404140|Covington city|INCORPORATED PLACE|C1|A|Newton County
GA|13|20288|02404145|Crawford city|INCORPORATED PLACE|C1|A|Oglethorpe County
GA|13|20316|02404146|Crawfordville city|INCORPORATED PLACE|C1|A|Taliaferro County
GA|13|20372|02812692|Crescent CDP|CENSUS DESIGNATED PLACE|U1|S|McIntosh County
GA|13|20550|02587031|Crooked Creek CDP|CENSUS DESIGNATED PLACE|U1|S|Putnam County
GA|13|20848|02404167|Culloden city|INCORPORATED PLACE|C1|A|Monroe County
GA|13|20932|02404169|Cumming city|INCORPORATED PLACE|C1|A|Forsyth County
GA|13|21017|02405079|Cusseta-Chattahoochee County unified government|INCORPORATED PLACE|C1|A|Chattahoochee County
GA|13|21072|02404171|Cuthbert city|INCORPORATED PLACE|C1|A|Randolph County
GA|13|21184|02404173|Dacula city|INCORPORATED PLACE|C1|A|Gwinnett County
GA|13|21240|02404176|Dahlonega city|INCORPORATED PLACE|C1|A|Lumpkin County
GA|13|21268|02404177|Daisy city|INCORPORATED PLACE|C1|A|Evans County
GA|13|21324|02404179|Dallas city|INCORPORATED PLACE|C1|A|Paulding County
GA|13|21380|02404180|Dalton city|INCORPORATED PLACE|C1|A|Whitfield County
GA|13|21436|02404181|Damascus city|INCORPORATED PLACE|C1|A|Early County
GA|13|21632|02404183|Danielsville city|INCORPORATED PLACE|C1|A|Madison County
GA|13|21688|02406354|Danville town|INCORPORATED PLACE|C1|A|Twiggs County~~~Wilkinson County
GA|13|21716|02404188|Darien city|INCORPORATED PLACE|C1|A|McIntosh County
GA|13|21744|02406355|Dasher town|INCORPORATED PLACE|C1|A|Lowndes County
GA|13|21800|02404191|Davisboro city|INCORPORATED PLACE|C1|A|Washington County
GA|13|21912|02404192|Dawson city|INCORPORATED PLACE|C1|A|Terrell County
GA|13|21940|02404194|Dawsonville city|INCORPORATED PLACE|C1|A|Dawson County
GA|13|22024|02406363|Dearing town|INCORPORATED PLACE|C1|A|McDuffie County
GA|13|22052|02404208|Decatur city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|22080|02402402|Deenwood CDP|CENSUS DESIGNATED PLACE|U1|S|Ware County
GA|13|22108|02406368|Deepstep town|INCORPORATED PLACE|C1|A|Washington County
GA|13|22304|02404215|Demorest city|INCORPORATED PLACE|C1|A|Habersham County
GA|13|22388|02404218|Denton city|INCORPORATED PLACE|C1|A|Jeff Davis County
GA|13|22472|02404203|De Soto city|INCORPORATED PLACE|C1|A|Sumter County
GA|13|22724|02587032|Dewy Rose CDP|CENSUS DESIGNATED PLACE|U1|S|Elbert County
GA|13|22752|02406378|Dexter town|INCORPORATED PLACE|C1|A|Laurens County
GA|13|22976|02404229|Dillard city|INCORPORATED PLACE|C1|A|Rabun County
GA|13|23060|02812669|Dixie CDP|CENSUS DESIGNATED PLACE|U1|S|Brooks County
GA|13|23144|02812705|Dixie Union CDP|CENSUS DESIGNATED PLACE|U1|S|Ware County
GA|13|23200|02402410|Dock Junction CDP|CENSUS DESIGNATED PLACE|U1|S|Glynn County
GA|13|23284|02404232|Doerun city|INCORPORATED PLACE|C1|A|Colquitt County
GA|13|23368|02404234|Donalsonville city|INCORPORATED PLACE|C1|A|Seminole County
GA|13|23480|02406387|Dooling town|INCORPORATED PLACE|C1|A|Dooly County
GA|13|23536|02404237|Doraville city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|23872|02404239|Douglas city|INCORPORATED PLACE|C1|A|Coffee County
GA|13|23900|02404241|Douglasville city|INCORPORATED PLACE|C1|A|Douglas County
GA|13|24264|02402413|Druid Hills CDP|CENSUS DESIGNATED PLACE|U1|S|DeKalb County
GA|13|24376|02403511|Dublin city|INCORPORATED PLACE|C1|A|Laurens County
GA|13|24488|02403513|Dudley city|INCORPORATED PLACE|C1|A|Laurens County
GA|13|24600|02403514|Duluth city|INCORPORATED PLACE|C1|A|Gwinnett County
GA|13|24768|02556482|Dunwoody city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|24796|02406397|Du Pont town|INCORPORATED PLACE|C1|A|Clinch County
GA|13|24876|02583403|Dutch Island CDP|CENSUS DESIGNATED PLACE|U1|S|Chatham County
GA|13|24964|02587033|Eagle Grove CDP|CENSUS DESIGNATED PLACE|U1|S|Hart County
GA|13|25300|02403532|East Dublin city|INCORPORATED PLACE|C1|A|Laurens County
GA|13|25356|02403533|East Ellijay city|INCORPORATED PLACE|C1|A|Gilmer County
GA|13|25440|02402429|East Griffin CDP|CENSUS DESIGNATED PLACE|U1|S|Spalding County
GA|13|25552|02403536|Eastman city|INCORPORATED PLACE|C1|A|Dodge County
GA|13|25692|02402432|East Newnan CDP|CENSUS DESIGNATED PLACE|U1|S|Coweta County
GA|13|25720|02403534|East Point city|INCORPORATED PLACE|C1|A|Fulton County
GA|13|26084|02403537|Eatonton city|INCORPORATED PLACE|C1|A|Putnam County
GA|13|26156|02784075|Echols County consolidated government|INCORPORATED PLACE|C1|A|Echols County
GA|13|26224|02403540|Edge Hill city|INCORPORATED PLACE|C1|A|Glascock County
GA|13|26448|02403544|Edison city|INCORPORATED PLACE|C1|A|Calhoun County
GA|13|26616|02403550|Elberton city|INCORPORATED PLACE|C1|A|Elbert County
GA|13|26980|02403558|Ellaville city|INCORPORATED PLACE|C1|A|Schley County
GA|13|27008|02406440|Ellenton town|INCORPORATED PLACE|C1|A|Colquitt County
GA|13|27064|02812683|Ellerslie CDP|CENSUS DESIGNATED PLACE|U1|S|Harris County
GA|13|27092|02403559|Ellijay city|INCORPORATED PLACE|C1|A|Gilmer County
GA|13|27344|02403563|Emerson city|INCORPORATED PLACE|C1|A|Bartow County
GA|13|27512|02587034|Empire CDP|CENSUS DESIGNATED PLACE|U1|S|Bleckley County~~~Dodge County
GA|13|27596|02406452|Enigma town|INCORPORATED PLACE|C1|A|Berrien County
GA|13|27708|02403568|Ephesus city|INCORPORATED PLACE|C1|A|Heard County
GA|13|27736|02587035|Epworth CDP|CENSUS DESIGNATED PLACE|U1|S|Fannin County
GA|13|27932|02403571|Eton city|INCORPORATED PLACE|C1|A|Murray County
GA|13|27988|02403576|Euharlee city|INCORPORATED PLACE|C1|A|Bartow County
GA|13|28016|02812691|Eulonia CDP|CENSUS DESIGNATED PLACE|U1|S|McIntosh County
GA|13|28044|02402464|Evans CDP|CENSUS DESIGNATED PLACE|U1|S|Columbia County
GA|13|28100|02812681|Everett CDP|CENSUS DESIGNATED PLACE|U1|S|Glynn County
GA|13|28296|02402465|Experiment CDP|CENSUS DESIGNATED PLACE|U1|S|Spalding County
GA|13|28324|02812679|Faceville CDP|CENSUS DESIGNATED PLACE|U1|S|Decatur County
GA|13|28380|02403586|Fairburn city|INCORPORATED PLACE|C1|A|Fulton County
GA|13|28440|02812672|Fairfield Plantation CDP|CENSUS DESIGNATED PLACE|U1|S|Carroll County
GA|13|28492|02403592|Fairmount city|INCORPORATED PLACE|C1|A|Gordon County
GA|13|28520|02402466|Fair Oaks CDP|CENSUS DESIGNATED PLACE|U1|S|Cobb County
GA|13|28548|02812680|Fairplay CDP|CENSUS DESIGNATED PLACE|U1|S|Douglas County
GA|13|28632|02402472|Fairview CDP|CENSUS DESIGNATED PLACE|U1|S|Walker County
GA|13|28744|02403597|Fargo city|INCORPORATED PLACE|C1|A|Clinch County
GA|13|28968|02403603|Fayetteville city|INCORPORATED PLACE|C1|A|Fayette County
GA|13|29528|02403612|Fitzgerald city|INCORPORATED PLACE|C1|A|Ben Hill County~~~Irwin County
GA|13|30088|02403617|Flemington city|INCORPORATED PLACE|C1|A|Liberty County
GA|13|30312|02403623|Flovilla city|INCORPORATED PLACE|C1|A|Butts County
GA|13|30340|02403624|Flowery Branch city|INCORPORATED PLACE|C1|A|Hall County
GA|13|30424|02403627|Folkston city|INCORPORATED PLACE|C1|A|Charlton County
GA|13|30536|02403636|Forest Park city|INCORPORATED PLACE|C1|A|Clayton County
GA|13|30732|02403638|Forsyth city|INCORPORATED PLACE|C1|A|Monroe County
GA|13|30816|02403639|Fort Gaines city|INCORPORATED PLACE|C1|A|Clay County
GA|13|30956|02403644|Fort Oglethorpe city|INCORPORATED PLACE|C1|A|Catoosa County~~~Walker County
GA|13|31068|02402504|Fort Stewart CDP|CENSUS DESIGNATED PLACE|M2|S|Liberty County
GA|13|31096|02403649|Fort Valley city|INCORPORATED PLACE|C1|A|Peach County
GA|13|31292|02403659|Franklin city|INCORPORATED PLACE|C1|A|Heard County
GA|13|31320|02403661|Franklin Springs city|INCORPORATED PLACE|C1|A|Franklin County
GA|13|31684|02403672|Funston city|INCORPORATED PLACE|C1|A|Colquitt County
GA|13|31908|02403675|Gainesville city|INCORPORATED PLACE|C1|A|Hall County
GA|13|32048|02403680|Garden City city|INCORPORATED PLACE|C1|A|Chatham County
GA|13|32132|02812708|Gardi CDP|CENSUS DESIGNATED PLACE|U1|S|Wayne County
GA|13|32188|02403682|Garfield city|INCORPORATED PLACE|C1|A|Emanuel County
GA|13|32384|02406554|Gay town|INCORPORATED PLACE|C1|A|Meriwether County
GA|13|32412|02406557|Geneva town|INCORPORATED PLACE|C1|A|Talbot County
GA|13|32482|02402521|Georgetown CDP|CENSUS DESIGNATED PLACE|U1|S|Chatham County
GA|13|32528|02424940|Georgetown-Quitman County unified government|INCORPORATED PLACE|C1|A|Quitman County
GA|13|32748|02403695|Gibson city|INCORPORATED PLACE|C1|A|Glascock County
GA|13|32860|02403697|Gillsville city|INCORPORATED PLACE|C1|A|Banks County~~~Hall County
GA|13|32916|02406571|Girard town|INCORPORATED PLACE|C1|A|Burke County
GA|13|33280|02812686|Glenn CDP|CENSUS DESIGNATED PLACE|U1|S|Heard County
GA|13|33336|02403703|Glennville city|INCORPORATED PLACE|C1|A|Tattnall County
GA|13|33392|02403708|Glenwood city|INCORPORATED PLACE|C1|A|Wheeler County
GA|13|33672|02812697|Godfrey CDP|CENSUS DESIGNATED PLACE|U1|S|Morgan County
GA|13|33896|02403711|Good Hope city|INCORPORATED PLACE|C1|A|Walton County
GA|13|33980|02403715|Gordon city|INCORPORATED PLACE|C1|A|Wilkinson County
GA|13|34176|02812670|Gough CDP|CENSUS DESIGNATED PLACE|U1|S|Burke County
GA|13|34260|02403721|Graham city|INCORPORATED PLACE|C1|A|Appling County
GA|13|34428|02403727|Grantville city|INCORPORATED PLACE|C1|A|Coweta County
GA|13|34512|02403730|Gray city|INCORPORATED PLACE|C1|A|Jones County
GA|13|34596|02403733|Grayson city|INCORPORATED PLACE|C1|A|Gwinnett County
GA|13|34876|02403744|Greensboro city|INCORPORATED PLACE|C1|A|Greene County
GA|13|35016|02403751|Greenville city|INCORPORATED PLACE|C1|A|Meriwether County
GA|13|35240|02402552|Gresham Park CDP|CENSUS DESIGNATED PLACE|U1|S|DeKalb County
GA|13|35324|02403763|Griffin city|INCORPORATED PLACE|C1|A|Spalding County
GA|13|35716|02403765|Grovetown city|INCORPORATED PLACE|C1|A|Columbia County
GA|13|35800|02403773|Gumbranch city|INCORPORATED PLACE|C1|A|Liberty County
GA|13|35814|02402557|Gumlog CDP|CENSUS DESIGNATED PLACE|U1|S|Franklin County
GA|13|35884|02403777|Guyton city|INCORPORATED PLACE|C1|A|Effingham County
GA|13|36024|02403779|Hagan city|INCORPORATED PLACE|C1|A|Evans County
GA|13|36052|02403780|Hahira city|INCORPORATED PLACE|C1|A|Lowndes County
GA|13|36220|02403786|Hamilton city|INCORPORATED PLACE|C1|A|Harris County
GA|13|36276|02403790|Hampton city|INCORPORATED PLACE|C1|A|Henry County
GA|13|36416|02402563|Hannahs Mill CDP|CENSUS DESIGNATED PLACE|U1|S|Upson County
GA|13|36472|02403795|Hapeville city|INCORPORATED PLACE|C1|A|Fulton County
GA|13|36528|02406642|Haralson town|INCORPORATED PLACE|C1|A|Coweta County~~~Meriwether County
GA|13|36668|02403290|Hardwick CDP|CENSUS DESIGNATED PLACE|U1|S|Baldwin County
GA|13|36696|02403802|Harlem city|INCORPORATED PLACE|C1|A|Columbia County
GA|13|36920|02406650|Harrison town|INCORPORATED PLACE|C1|A|Washington County
GA|13|37144|02403814|Hartwell city|INCORPORATED PLACE|C1|A|Hart County
GA|13|37396|02404665|Hawkinsville city|INCORPORATED PLACE|C1|A|Pulaski County
GA|13|37564|02404670|Hazlehurst city|INCORPORATED PLACE|C1|A|Jeff Davis County
GA|13|37788|02404676|Helen city|INCORPORATED PLACE|C1|A|White County
GA|13|37910|02583404|Henderson CDP|CENSUS DESIGNATED PLACE|U1|S|Chatham County
GA|13|38040|02404686|Hephzibah city|INCORPORATED PLACE|C1|A|Richmond County
GA|13|38105|02583405|Heron Bay CDP|CENSUS DESIGNATED PLACE|U1|S|Henry County~~~Spalding County
GA|13|38124|02404691|Hiawassee city|INCORPORATED PLACE|C1|A|Towns County
GA|13|38292|02812666|Hickox CDP|CENSUS DESIGNATED PLACE|U1|S|Brantley County
GA|13|38348|02405828|Higgston town|INCORPORATED PLACE|C1|A|Montgomery County
GA|13|38866|02402591|Hilltop CDP|CENSUS DESIGNATED PLACE|U1|S|Pike County
GA|13|38920|02405842|Hiltonia town|INCORPORATED PLACE|C1|A|Screven County
GA|13|38964|02404703|Hinesville city|INCORPORATED PLACE|C1|A|Liberty County
GA|13|39076|02404704|Hiram city|INCORPORATED PLACE|C1|A|Paulding County
GA|13|39216|02404706|Hoboken city|INCORPORATED PLACE|C1|A|Brantley County
GA|13|39244|02404708|Hogansville city|INCORPORATED PLACE|C1|A|Troup County
GA|13|39524|02404716|Holly Springs city|INCORPORATED PLACE|C1|A|Cherokee County
GA|13|39692|02404721|Homeland city|INCORPORATED PLACE|C1|A|Charlton County
GA|13|39720|02405857|Homer town|INCORPORATED PLACE|C1|A|Banks County
GA|13|39748|02404722|Homerville city|INCORPORATED PLACE|C1|A|Clinch County
GA|13|40028|02812668|Hortense CDP|CENSUS DESIGNATED PLACE|U1|S|Brantley County
GA|13|40056|02404732|Hoschton city|INCORPORATED PLACE|C1|A|Jackson County
GA|13|40196|02587037|Howard CDP|CENSUS DESIGNATED PLACE|U1|S|Taylor County
GA|13|40532|02404740|Hull city|INCORPORATED PLACE|C1|A|Madison County
GA|13|40812|02404753|Ideal city|INCORPORATED PLACE|C1|A|Macon County
GA|13|40840|02404754|Ila city|INCORPORATED PLACE|C1|A|Madison County
GA|13|41036|02402612|Indian Springs CDP|CENSUS DESIGNATED PLACE|U1|S|Catoosa County
GA|13|41344|02405894|Iron City town|INCORPORATED PLACE|C1|A|Seminole County
GA|13|41347|02402621|Irondale CDP|CENSUS DESIGNATED PLACE|U1|S|Clayton County
GA|13|41400|02404768|Irwinton city|INCORPORATED PLACE|C1|A|Wilkinson County
GA|13|41484|02402623|Isle of Hope CDP|CENSUS DESIGNATED PLACE|U1|S|Chatham County
GA|13|41540|02404774|Ivey city|INCORPORATED PLACE|C1|A|Wilkinson County
GA|13|41596|02404778|Jackson city|INCORPORATED PLACE|C1|A|Butts County
GA|13|41708|02404782|Jacksonville city|INCORPORATED PLACE|C1|A|Telfair County
GA|13|41792|02404787|Jakin city|INCORPORATED PLACE|C1|A|Early County
GA|13|41932|02404792|Jasper city|INCORPORATED PLACE|C1|A|Pickens County
GA|13|41988|02404795|Jefferson city|INCORPORATED PLACE|C1|A|Jackson County
GA|13|42100|02404799|Jeffersonville city|INCORPORATED PLACE|C1|A|Twiggs County
GA|13|42128|02806018|Jekyll Island CDP|CENSUS DESIGNATED PLACE|U1|S|Glynn County
GA|13|42156|02405912|Jenkinsburg city|INCORPORATED PLACE|C1|A|Butts County
GA|13|42184|02404804|Jersey city|INCORPORATED PLACE|C1|A|Walton County
GA|13|42268|02404805|Jesup city|INCORPORATED PLACE|C1|A|Wayne County
GA|13|42425|02404806|Johns Creek city|INCORPORATED PLACE|C1|A|Fulton County
GA|13|42604|02404812|Jonesboro city|INCORPORATED PLACE|C1|A|Clayton County
GA|13|42772|02812695|Juliette CDP|CENSUS DESIGNATED PLACE|U1|S|Monroe County
GA|13|42800|02405925|Junction City town|INCORPORATED PLACE|C1|A|Talbot County
GA|13|43192|02404821|Kennesaw city|INCORPORATED PLACE|C1|A|Cobb County
GA|13|43210|02806016|Kennesaw State University CDP|CENSUS DESIGNATED PLACE|U1|S|Cobb County
GA|13|43360|02404828|Keysville city|INCORPORATED PLACE|C1|A|Burke County
GA|13|43580|02403176|Kings Bay Base CDP|CENSUS DESIGNATED PLACE|M2|S|Camden County
GA|13|43640|02404833|Kingsland city|INCORPORATED PLACE|C1|A|Camden County
GA|13|43668|02404837|Kingston city|INCORPORATED PLACE|C1|A|Bartow County
GA|13|43892|02404840|Kite city|INCORPORATED PLACE|C1|A|Johnson County
GA|13|44060|02629785|Knoxville CDP|CENSUS DESIGNATED PLACE|U1|S|Crawford County
GA|13|44312|02404853|LaFayette city|INCORPORATED PLACE|C1|A|Walker County
GA|13|44340|02404855|LaGrange city|INCORPORATED PLACE|C1|A|Troup County
GA|13|44508|02404862|Lake City city|INCORPORATED PLACE|C1|A|Clayton County
GA|13|44592|02404872|Lakeland city|INCORPORATED PLACE|C1|A|Lanier County
GA|13|44704|02404866|Lake Park city|INCORPORATED PLACE|C1|A|Lowndes County
GA|13|44900|02403213|Lakeview CDP|CENSUS DESIGNATED PLACE|U1|S|Catoosa County~~~Walker County
GA|13|44956|02403214|Lakeview Estates CDP|CENSUS DESIGNATED PLACE|U1|S|Rockdale County
GA|13|45460|02404894|Lavonia city|INCORPORATED PLACE|C1|A|Franklin County~~~Hart County
GA|13|45488|02404897|Lawrenceville city|INCORPORATED PLACE|C1|A|Gwinnett County
GA|13|45600|02404901|Leary city|INCORPORATED PLACE|C1|A|Calhoun County
GA|13|45768|02404906|Leesburg city|INCORPORATED PLACE|C1|A|Lee County
GA|13|45936|02406004|Lenox town|INCORPORATED PLACE|C1|A|Cook County
GA|13|46020|02404915|Leslie city|INCORPORATED PLACE|C1|A|Sumter County
GA|13|46188|02404921|Lexington city|INCORPORATED PLACE|C1|A|Oglethorpe County
GA|13|46356|02404927|Lilburn city|INCORPORATED PLACE|C1|A|Gwinnett County
GA|13|46384|02404928|Lilly city|INCORPORATED PLACE|C1|A|Dooly County
GA|13|46524|02403234|Lincoln Park CDP|CENSUS DESIGNATED PLACE|U1|S|Upson County
GA|13|46552|02404932|Lincolnton city|INCORPORATED PLACE|C1|A|Lincoln County
GA|13|46580|02403235|Lindale CDP|CENSUS DESIGNATED PLACE|U1|S|Floyd County
GA|13|46832|02403237|Lithia Springs CDP|CENSUS DESIGNATED PLACE|U1|S|Douglas County
GA|13|46860|02404937|Lithonia city|INCORPORATED PLACE|C1|A|DeKalb County
GA|13|47140|02404947|Locust Grove city|INCORPORATED PLACE|C1|A|Henry County
GA|13|47196|02404948|Loganville city|INCORPORATED PLACE|C1|A|Gwinnett County~~~Walton County
GA|13|47252|02406039|Lone Oak town|INCORPORATED PLACE|C1|A|Meriwether County
GA|13|47336|02404955|Lookout Mountain city|INCORPORATED PLACE|C1|A|Walker County
GA|13|47560|02404961|Louisville city|INCORPORATED PLACE|C1|A|Jefferson County
GA|13|47616|02404964|Lovejoy city|INCORPORATED PLACE|C1|A|Clayton County
GA|13|47784|02404970|Ludowici city|INCORPORATED PLACE|C1|A|Long County
